"CallID","EmployeeID","CallDate","CallType","CurrentCustomer","Territory","CompanyType","EstimatedCompanyRev","FlaggedForCallBack","CallDuration","Score"
"CID.7786","REP-21","2015-02-06","Product Information","no","East","Sales","10-25","No",2460,0.618052799487486
"CID.7787","REP-6","2014-12-13","MISC","no","West","Utility","50+","No",780,0.478633447783068
"CID.7788","REP-5","2014-09-17","Billing","yes","Midwest","Utility","<1","No",940,0.981020314153284
"CID.7789","REP-17","2014-10-07","MISC","yes","East","Retail","10-25","Yes",30,0.300671375589445
"CID.7790","REP-27","2014-11-17","Tech Question","yes","East","Retail","10-25","No",3600,0.479961976408958
"CID.7791","REP-18","2014-10-15","Tech Question","no","Midwest","Sales","6-10","No",3980,0.369339630007744
"CID.7792","REP-13","2014-12-27","Tech Question","no","Midwest","Academic","25-50","No",1880,0.315776357194409
"CID.7793","REP-19","2014-07-01","Pricing","yes","West","Academic","10-25","No",3860,0.343183217803016
"CID.7794","REP-17","2014-07-25","MISC","no","West","Retail","<1","No",3560,0.489381757564843
"CID.7795","REP-1","2014-08-04","MISC","no","East","Govt","50+","No",960,0.269461020361632
"CID.7796","REP-21","2014-05-31","Pricing","yes","West","Academic","6-10","No",3350,0.779101044638082
"CID.7797","REP-19","2015-03-08","Pricing","yes","East","Sales","6-10","No",2380,0.906477257842198
"CID.7798","REP-27","2015-04-02","Pricing","yes","Midwest","Utility","10-25","No",1810,0.883224991848692
"CID.7799","REP-18","2015-01-06","MISC","yes","East","Sales","25-50","No",220,0.859938473440707
"CID.7800","REP-35","2014-07-18","Product Information","no","East","Govt","10-25","No",2090,0.995025167008862
"CID.7801","REP-27","2015-02-05","Billing","yes","Midwest","Academic","6-10","No",2950,0.720436037750915
"CID.7802","REP-14","2014-08-21","Tech Question","yes","Midwest","Govt","25-50","No",2730,0.839330706279725
"CID.7803","REP-12","2014-12-01","Product Information","no","East","Academic","25-50","No",800,0.0997801322955638
"CID.7804","REP-34","2014-09-20","MISC","no","East","Tech","10-25","No",1620,0.501262343022972
"CID.7805","REP-23","2015-05-15","Tech Question","no","West","Academic","10-25","No",3250,0.724912060890347
"CID.7806","REP-33","2015-01-18","MISC","no","East","None","6-10","No",2080,0.214462868403643
"CID.7807","REP-14","2014-06-19","Tech Question","yes","Midwest","None","6-10","No",3240,0.681942805182189
"CID.7808","REP-10","2014-05-30","Tech Question","no","West","Govt","25-50","No",2820,0.445444644195959
"CID.7809","REP-4","2014-06-09","Product Information","no","West","Govt","25-50","No",1210,0.875063883373514
"CID.7810","REP-25","2015-04-23","Tech Question","no","Midwest","Sales","6-10","No",680,0.251832074020058
"CID.7811","REP-35","2015-05-14","Product Information","yes","Midwest","None","25-50","No",3780,0.629004995105788
"CID.7812","REP-15","2015-04-07","MISC","yes","East","Retail","10-25","No",850,0.312670189421624
"CID.7813","REP-11","2014-06-10","Product Information","no","Midwest","Govt","10-25","No",1130,0.79176304070279
"CID.7814","REP-14","2014-08-22","Pricing","no","East","Utility","10-25","No",2230,0.634101017843932
"CID.7815","REP-26","2014-05-27","Pricing","no","Midwest","Retail","<1","No",3410,0.650775370188057
"CID.7816","REP-33","2014-10-03","Pricing","no","West","None","<1","No",3540,0.929169340524822
"CID.7817","REP-25","2014-09-09","Pricing","yes","Midwest","Tech","50+","No",1790,0.107831765897572
"CID.7818","REP-25","2015-01-24","Tech Question","no","West","Utility","25-50","Yes",1000,0.699892094591632
"CID.7819","REP-34","2014-09-13","Tech Question","yes","West","Govt","50+","No",1640,0.984772291500121
"CID.7820","REP-29","2015-05-16","Tech Question","no","Midwest","Sales","<1","No",2460,0.605651944875717
"CID.7821","REP-22","2015-03-24","Pricing","no","West","Tech","6-10","No",1490,0.729263265850022
"CID.7822","REP-15","2014-06-11","Pricing","no","Midwest","None","6-10","No",2350,0.751295586349443
"CID.7823","REP-13","2015-02-25","MISC","no","West","Utility","10-25","No",2400,0.168845433974639
"CID.7824","REP-24","2014-11-14","Tech Question","no","Midwest","None","10-25","No",2960,0.753119154367596
"CID.7825","REP-21","2015-04-09","Pricing","no","Midwest","Sales","10-25","Yes",1820,0.345896272454411
"CID.7826","REP-16","2015-01-28","MISC","no","West","None","10-25","No",2930,0.49959502229467
"CID.7827","REP-6","2014-09-18","Tech Question","no","Midwest","Retail","10-25","No",1010,0.868300085887313
"CID.7828","REP-19","2014-07-31","Billing","no","East","Govt","25-50","No",980,0.610765550052747
"CID.7829","REP-5","2015-05-01","Pricing","yes","Midwest","Utility","25-50","No",1770,0.136036257725209
"CID.7830","REP-6","2014-06-13","Product Information","no","East","Utility","10-25","No",60,0.366747722961009
"CID.7831","REP-18","2015-02-26","Product Information","no","West","Govt","10-25","Yes",3650,0.66872320487164
"CID.7832","REP-24","2014-08-06","Product Information","yes","West","Utility","50+","No",760,0.730620182352141
"CID.7833","REP-12","2014-09-06","Tech Question","yes","West","Sales","6-10","No",2640,0.416151596233249
"CID.7834","REP-1","2014-08-15","Billing","yes","West","Utility","10-25","No",1780,0.815287818899378
"CID.7835","REP-32","2015-01-29","Tech Question","yes","Midwest","Utility","10-25","No",980,0.839677109150216
"CID.7836","REP-26","2015-02-02","MISC","no","West","Tech","10-25","No",1190,0.631227100733668
"CID.7837","REP-17","2014-07-23","Product Information","yes","Midwest","Sales","<1","No",3570,0.545306009473279
"CID.7838","REP-25","2014-11-29","Pricing","yes","West","Govt","1-5","No",3170,0.576087522087619
"CID.7839","REP-4","2015-03-31","Product Information","no","West","Academic","25-50","No",2980,0.686635417165235
"CID.7840","REP-17","2015-04-05","Tech Question","no","Midwest","Utility","10-25","No",1210,0.510980763705447
"CID.7841","REP-26","2014-11-26","MISC","yes","Midwest","Retail","10-25","No",3080,0.41981346718967
"CID.7842","REP-2","2015-01-18","Pricing","no","Midwest","Academic","10-25","No",1030,0.95299946051091
"CID.7843","REP-6","2014-08-14","Billing","no","Midwest","Govt","25-50","No",310,0.977918068412691
"CID.7844","REP-9","2015-01-25","Pricing","yes","West","Retail","10-25","No",2470,0.211805453291163
"CID.7845","REP-4","2015-02-02","Tech Question","yes","Midwest","Utility","50+","No",1620,0.343400893965736
"CID.7846","REP-28","2014-10-30","Tech Question","yes","West","None","10-25","No",160,0.629661061102524
"CID.7847","REP-33","2014-05-29","Pricing","yes","West","None","10-25","No",1140,0.526806796900928
"CID.7848","REP-23","2014-09-12","Tech Question","no","West","Retail","10-25","No",1110,0.16272586514242
"CID.7849","REP-16","2014-08-21","MISC","no","East","Tech","1-5","No",1200,0.377410776447505
"CID.7850","REP-7","2015-04-25","Product Information","yes","East","Govt","6-10","No",240,0.870065986178815
"CID.7851","REP-14","2015-01-26","Billing","yes","West","Tech","6-10","No",10,0.674528846982867
"CID.7852","REP-10","2015-05-15","Billing","yes","East","Tech","<1","No",3330,0.0483801821246743
"CID.7853","REP-27","2014-06-10","Billing","no","Midwest","None","<1","No",2370,0.453506666934118
"CID.7854","REP-8","2015-03-13","Tech Question","no","Midwest","Retail","50+","No",3260,0.132849232293665
"CID.7855","REP-10","2014-09-10","Pricing","yes","East","Govt","10-25","No",890,0.472947751171887
"CID.7856","REP-8","2015-01-30","Pricing","no","Midwest","Retail","10-25","No",170,0.836320273810998
"CID.7857","REP-12","2014-10-04","Tech Question","yes","East","Retail","1-5","No",240,0.265328360022977
"CID.7858","REP-34","2014-08-31","Product Information","yes","West","None","10-25","No",1320,0.347000800538808
"CID.7859","REP-26","2015-02-21","Billing","no","East","Utility","6-10","No",2300,0.227074211230502
"CID.7860","REP-34","2014-06-05","Product Information","no","Midwest","Retail","10-25","No",3240,0.00967058376409113
"CID.7861","REP-3","2014-10-20","Billing","no","West","Academic","10-25","No",4000,0.892071668291464
"CID.7862","REP-12","2014-06-15","MISC","yes","West","Utility","10-25","No",2000,0.1641279484611
"CID.7863","REP-14","2015-02-15","MISC","no","Midwest","Academic","10-25","No",1970,0.210362032521516
"CID.7864","REP-33","2014-12-27","Pricing","yes","Midwest","Sales","<1","No",2890,0.794575807405636
"CID.7865","REP-7","2014-10-22","Product Information","yes","Midwest","Govt","<1","No",3790,0.303732124855742
"CID.7866","REP-35","2015-05-14","MISC","yes","Midwest","Retail","25-50","No",1610,0.939960139105096
"CID.7867","REP-16","2014-09-05","MISC","no","East","None","10-25","Yes",1700,0.616390316514298
"CID.7868","REP-30","2015-03-21","Tech Question","yes","East","Govt","25-50","No",1880,0.396361750550568
"CID.7869","REP-4","2014-10-26","Tech Question","yes","West","Retail","10-25","No",1940,0.822339195990935
"CID.7870","REP-28","2015-02-28","Tech Question","yes","Midwest","Retail","10-25","No",2500,0.0342164319008589
"CID.7871","REP-5","2014-11-22","Pricing","no","West","None","10-25","No",2410,0.374772554030642
"CID.7872","REP-28","2014-11-25","Tech Question","yes","Midwest","Academic","6-10","No",3760,0.510358168277889
"CID.7873","REP-6","2014-06-16","Billing","no","East","Sales","25-50","No",3040,0.566412587882951
"CID.7874","REP-12","2014-11-30","Tech Question","yes","Midwest","Utility","6-10","No",1920,0.218805270735174
"CID.7875","REP-26","2014-06-20","Billing","yes","West","Academic","6-10","No",3890,0.427383828675374
"CID.7876","REP-13","2014-07-12","Pricing","yes","Midwest","Retail","10-25","No",1460,0.895001283846796
"CID.7877","REP-20","2014-05-31","MISC","yes","East","None","6-10","No",1830,0.982937951106578
"CID.7878","REP-29","2014-06-16","Tech Question","no","West","Academic","6-10","No",1380,0.545869728084654
"CID.7879","REP-18","2015-01-09","Billing","yes","Midwest","Sales","25-50","No",3820,0.343234759522602
"CID.7880","REP-26","2014-07-21","Pricing","no","West","Retail","25-50","No",3730,0.713829406071454
"CID.7881","REP-14","2014-10-06","Billing","yes","East","None","1-5","No",2090,0.948246404994279
"CID.7882","REP-18","2014-12-03","Pricing","yes","Midwest","Govt","6-10","No",3360,0.748213350540027
"CID.7883","REP-22","2015-01-22","Tech Question","no","Midwest","Govt","50+","No",1380,0.989964340580627
"CID.7884","REP-27","2015-05-18","Billing","no","Midwest","Sales","6-10","Yes",2080,0.586090408964083
"CID.7885","REP-27","2014-08-18","MISC","yes","Midwest","Retail","<1","No",2490,0.373468091944233
"CID.7886","REP-3","2014-08-29","Product Information","yes","East","Retail","10-25","No",2470,0.450538337696344
"CID.7887","REP-7","2014-12-06","MISC","yes","East","Govt","<1","Yes",1140,0.423890036297962
"CID.7888","REP-27","2014-09-13","MISC","no","West","Utility","50+","No",2680,0.555684360442683
"CID.7889","REP-30","2014-08-18","Pricing","yes","East","Retail","6-10","No",3780,0.490297158015892
"CID.7890","REP-24","2014-06-25","Product Information","no","West","Utility","25-50","No",1130,0.784203808056191
"CID.7891","REP-29","2015-03-04","Pricing","yes","West","Retail","10-25","No",1020,0.151665629586205
"CID.7892","REP-29","2014-09-04","MISC","no","Midwest","Academic","25-50","No",3980,0.863957898924127
"CID.7893","REP-15","2014-09-12","Billing","no","East","Govt","25-50","No",2680,0.823998978827149
"CID.7894","REP-12","2014-09-29","Billing","no","East","Tech","6-10","No",2020,0.607032031519338
"CID.7895","REP-11","2014-06-30","MISC","yes","West","Govt","10-25","No",700,0.551672509172931
"CID.7896","REP-4","2015-02-03","Product Information","no","Midwest","Sales","6-10","No",1130,0.197561176959425
"CID.7897","REP-19","2014-06-25","Tech Question","yes","East","Govt","25-50","No",360,0.795437691966072
"CID.7898","REP-20","2014-07-07","MISC","yes","Midwest","Academic","10-25","No",1560,0.346978066721931
"CID.7899","REP-15","2015-04-19","Tech Question","no","East","Tech","10-25","No",3320,0.104035189142451
"CID.7900","REP-9","2015-03-21","Tech Question","yes","West","None","10-25","No",3970,0.46239475812763
"CID.7901","REP-12","2014-08-09","Pricing","yes","Midwest","Academic","10-25","No",1720,0.993933908175677
"CID.7902","REP-4","2015-02-16","Pricing","no","West","Govt","6-10","No",1670,0.774036860093474
"CID.7903","REP-11","2015-03-27","Product Information","yes","East","None","50+","No",1420,0.288297578692436
"CID.7904","REP-9","2014-11-25","Product Information","yes","Midwest","Sales","<1","No",0,0.612363206688315
"CID.7905","REP-33","2014-12-29","MISC","no","Midwest","Academic","10-25","No",1010,0.497035864973441
"CID.7906","REP-25","2014-11-24","MISC","no","East","Academic","25-50","Yes",1620,0.55511893122457
"CID.7907","REP-21","2014-07-18","Tech Question","yes","West","Govt","10-25","No",3840,0.144289981806651
"CID.7908","REP-29","2015-04-25","Tech Question","yes","Midwest","Retail","6-10","No",1150,0.456299461657181
"CID.7909","REP-27","2014-10-05","Pricing","no","West","Utility","10-25","No",3030,0.946303654229268
"CID.7910","REP-6","2014-08-08","Product Information","yes","East","Utility","10-25","No",3560,0.196475142380223
"CID.7911","REP-33","2014-12-25","Product Information","yes","Midwest","Utility","6-10","Yes",1580,0.804805969819427
"CID.7912","REP-12","2015-04-16","Billing","no","Midwest","None","6-10","No",1740,0.656337257940322
"CID.7913","REP-8","2014-08-21","Pricing","no","West","Retail","10-25","No",1700,0.468724860111251
"CID.7914","REP-10","2015-01-22","Billing","no","East","Retail","6-10","No",840,0.463087657932192
"CID.7915","REP-19","2014-09-21","MISC","yes","West","Sales","25-50","No",4000,0.391915377462283
"CID.7916","REP-5","2014-11-21","MISC","no","Midwest","Retail","<1","No",3810,0.295503348112106
"CID.7917","REP-29","2015-02-07","Billing","no","Midwest","Academic","6-10","No",380,0.404070709133521
"CID.7918","REP-34","2014-11-18","Tech Question","yes","Midwest","Utility","6-10","Yes",580,0.964124313322827
"CID.7919","REP-24","2014-05-26","Pricing","yes","Midwest","Utility","10-25","No",3360,0.635837723268196
"CID.7920","REP-8","2014-10-14","Billing","yes","East","Sales","6-10","No",3900,0.797826157184318
"CID.7921","REP-32","2014-11-17","Pricing","no","Midwest","None","6-10","No",2210,0.363009641412646
"CID.7922","REP-9","2015-01-28","Billing","no","Midwest","Sales","6-10","No",1710,0.315985411638394
"CID.7923","REP-31","2015-02-02","MISC","yes","West","Sales","50+","No",2700,0.7496139081195
"CID.7924","REP-16","2014-05-22","Tech Question","yes","Midwest","Academic","<1","No",1450,0.564686415949836
"CID.7925","REP-9","2015-03-22","Pricing","yes","West","Retail","10-25","No",2490,0.319961169734597
"CID.7926","REP-18","2014-06-01","Billing","no","Midwest","Sales","10-25","No",70,0.537374735809863
"CID.7927","REP-12","2014-08-01","Billing","no","West","Govt","10-25","No",850,0.0913859724532813
"CID.7928","REP-2","2014-11-30","Billing","yes","East","Academic","10-25","No",3700,0.600265201414004
"CID.7929","REP-29","2015-04-30","Billing","yes","West","Academic","6-10","No",140,0.33657788624987
"CID.7930","REP-24","2015-05-04","Tech Question","no","Midwest","Retail","10-25","No",3230,0.5408143280074
"CID.7931","REP-16","2014-10-03","Billing","yes","West","Utility","10-25","No",3270,0.370130645111203
"CID.7932","REP-20","2014-12-29","Product Information","no","West","Tech","6-10","No",2700,0.915815511951223
"CID.7933","REP-27","2014-11-11","Billing","yes","Midwest","Sales","6-10","No",1970,0.1711833672598
"CID.7934","REP-4","2014-07-31","Tech Question","no","Midwest","Retail","25-50","No",250,0.801518753869459
"CID.7935","REP-17","2014-11-04","MISC","no","Midwest","Utility","50+","No",1860,0.163435000693426
"CID.7936","REP-22","2014-11-13","Billing","yes","Midwest","Tech","10-25","No",1920,0.506320869317278
"CID.7937","REP-8","2014-12-05","Billing","no","East","Retail","<1","No",3880,0.976407048059627
"CID.7938","REP-7","2015-03-31","Product Information","no","Midwest","Retail","6-10","No",3290,0.444887580582872
"CID.7939","REP-7","2015-03-11","Tech Question","yes","Midwest","Academic","<1","No",2060,0.256578706903383
"CID.7940","REP-26","2014-09-27","MISC","yes","West","None","<1","No",1060,0.751700844615698
"CID.7941","REP-9","2015-01-26","Product Information","no","East","Academic","6-10","No",420,0.1764055788517
"CID.7942","REP-3","2015-04-02","MISC","no","West","Retail","50+","No",2540,0.571502504637465
"CID.7943","REP-32","2015-03-20","Tech Question","yes","East","Academic","25-50","No",950,0.761332119815052
"CID.7944","REP-7","2014-09-28","Tech Question","yes","Midwest","Retail","6-10","No",1100,0.0320240033324808
"CID.7945","REP-7","2014-07-19","Product Information","no","East","None","<1","No",1600,0.00687332800589502
"CID.7946","REP-8","2014-05-27","Product Information","no","East","Retail","25-50","No",810,0.80204817908816
"CID.7947","REP-31","2014-08-13","Billing","yes","Midwest","Tech","10-25","No",2400,0.872688689501956
"CID.7948","REP-13","2014-08-11","Tech Question","yes","West","Govt","10-25","No",130,0.467332994332537
"CID.7949","REP-4","2014-08-08","Billing","no","Midwest","Govt","<1","Yes",2090,0.0769431605003774
"CID.7950","REP-20","2014-08-04","Product Information","no","West","Tech","<1","No",110,0.149079920258373
"CID.7951","REP-34","2015-02-02","Product Information","no","East","Retail","1-5","No",1440,0.51622218103148
"CID.7952","REP-31","2014-11-26","Product Information","yes","East","Govt","25-50","No",870,0.40253769652918
"CID.7953","REP-21","2014-11-05","Product Information","no","Midwest","Sales","10-25","No",3270,0.787814846029505
"CID.7954","REP-19","2014-08-29","Billing","no","Midwest","Academic","10-25","No",100,0.23428174876608
"CID.7955","REP-20","2015-04-21","MISC","no","Midwest","Academic","25-50","No",2190,0.501096228370443
"CID.7956","REP-10","2014-12-23","Product Information","no","Midwest","Govt","50+","No",3250,0.119934540241957
"CID.7957","REP-12","2014-12-16","Product Information","no","East","Sales","6-10","No",1090,0.439710888778791
"CID.7958","REP-7","2014-08-02","Tech Question","no","East","Utility","25-50","No",3830,0.659311289666221
"CID.7959","REP-4","2015-02-27","Billing","yes","West","Govt","25-50","No",740,0.704215765465051
"CID.7960","REP-16","2014-07-14","Pricing","no","Midwest","Sales","10-25","No",970,0.282718439586461
"CID.7961","REP-6","2014-09-17","MISC","no","Midwest","Sales","50+","No",640,0.619783701142296
"CID.7962","REP-3","2014-08-22","Product Information","yes","Midwest","Retail","10-25","No",2940,0.710829433286563
"CID.7963","REP-2","2014-10-20","Billing","no","Midwest","Govt","<1","No",1080,0.398641313193366
"CID.7964","REP-4","2014-10-29","MISC","yes","Midwest","Academic","6-10","No",1830,0.0193015360273421
"CID.7965","REP-8","2014-11-29","Product Information","yes","Midwest","None","25-50","No",1110,0.169040031265467
"CID.7966","REP-26","2014-10-04","Product Information","yes","Midwest","Tech","50+","No",3410,0.486223758198321
"CID.7967","REP-16","2015-04-05","Pricing","yes","West","Academic","6-10","No",750,0.350398551207036
"CID.7968","REP-9","2014-11-30","MISC","yes","Midwest","Academic","<1","No",1530,0.597670703195035
"CID.7969","REP-34","2015-01-20","MISC","yes","Midwest","Academic","25-50","No",2020,0.653720621718094
"CID.7970","REP-26","2014-09-14","MISC","yes","East","Academic","10-25","No",2700,0.290455617243424
"CID.7971","REP-17","2014-10-05","MISC","no","Midwest","None","6-10","No",720,0.0187884953338653
"CID.7972","REP-29","2014-11-29","Pricing","no","West","Retail","1-5","No",3190,0.828943681204692
"CID.7973","REP-14","2014-12-17","Product Information","yes","East","Tech","10-25","No",580,0.873206654796377
"CID.7974","REP-8","2014-06-21","Billing","no","Midwest","Utility","10-25","No",1440,0.228914980078116
"CID.7975","REP-20","2015-02-20","Tech Question","yes","East","Retail","10-25","No",1280,0.678407218540087
"CID.7976","REP-24","2015-02-08","MISC","yes","Midwest","Govt","1-5","No",360,0.3492715456523
"CID.7977","REP-20","2014-09-08","Tech Question","yes","East","Retail","25-50","No",3770,0.121881736908108
"CID.7978","REP-10","2015-02-19","Billing","no","Midwest","None","25-50","No",470,0.719529578229412
"CID.7979","REP-30","2014-07-24","Product Information","no","Midwest","Utility","<1","No",2040,0.251329522579908
"CID.7980","REP-10","2015-03-26","MISC","yes","Midwest","Academic","6-10","No",1230,0.0602569549810141
"CID.7981","REP-16","2014-08-14","Product Information","no","East","Utility","50+","No",2170,0.5473153735511
"CID.7982","REP-25","2015-04-29","Product Information","yes","West","Utility","6-10","No",1770,0.615764228161424
"CID.7983","REP-6","2014-07-29","Product Information","yes","East","Sales","25-50","No",2290,0.798375547863543
"CID.7984","REP-20","2014-11-16","Product Information","no","West","None","10-25","No",3430,0.976716538192704
"CID.7985","REP-26","2014-12-23","MISC","no","Midwest","None","10-25","No",1560,0.938623090041801
"CID.7986","REP-10","2014-08-17","Pricing","yes","East","Govt","10-25","No",2740,0.612736135488376
"CID.7987","REP-18","2015-03-19","Billing","yes","West","Retail","10-25","No",570,0.0750531838275492
"CID.7988","REP-24","2014-12-20","Billing","no","Midwest","Govt","<1","No",1770,0.910648312885314
"CID.7989","REP-28","2015-05-09","Billing","no","East","Retail","10-25","No",1730,0.108057962963358
"CID.7990","REP-32","2014-08-18","Tech Question","no","Midwest","Academic","10-25","No",1480,0.610050235874951
"CID.7991","REP-13","2014-12-15","Product Information","no","East","Govt","<1","No",960,0.367535980883986
"CID.7992","REP-2","2014-07-28","Billing","yes","Midwest","Tech","6-10","No",2360,0.158813913585618
"CID.7993","REP-19","2014-06-09","MISC","yes","Midwest","Utility","<1","No",1140,0.291149740573019
"CID.7994","REP-27","2014-08-25","Pricing","yes","Midwest","Govt","<1","No",1440,0.00588100799359381
"CID.7995","REP-34","2015-01-07","MISC","yes","Midwest","Academic","<1","No",1550,0.889501339755952
"CID.7996","REP-14","2015-05-03","MISC","yes","East","Sales","6-10","No",1210,0.452971659367904
"CID.7997","REP-16","2015-03-05","Tech Question","no","Midwest","Retail","<1","No",2950,0.574144564568996
"CID.7998","REP-3","2014-05-31","Pricing","yes","East","None","10-25","No",860,0.937155334278941
"CID.7999","REP-12","2014-12-23","Product Information","yes","Midwest","Sales","6-10","No",270,0.303499636007473
"CID.8000","REP-34","2015-01-04","Pricing","no","Midwest","Utility","<1","No",3450,0.032184281386435
"CID.8001","REP-5","2015-02-12","MISC","no","Midwest","Govt","<1","No",1480,0.383111023111269
"CID.8002","REP-10","2014-06-09","Billing","no","Midwest","Retail","10-25","No",1240,0.418874536873773
"CID.8003","REP-12","2014-05-24","Product Information","no","Midwest","Academic","10-25","No",3440,0.364027871517465
"CID.8004","REP-33","2014-05-27","MISC","yes","Midwest","Utility","6-10","No",1340,0.908829026157036
"CID.8005","REP-18","2014-08-05","Tech Question","no","West","Retail","6-10","No",3650,0.00293748592957854
"CID.8006","REP-32","2014-09-25","MISC","no","East","Retail","10-25","No",2060,0.0494609826710075
"CID.8007","REP-33","2014-12-24","Tech Question","no","West","Govt","50+","No",280,0.748085176106542
"CID.8008","REP-34","2015-04-06","MISC","no","Midwest","Govt","10-25","Yes",1350,0.977629979373887
"CID.8009","REP-22","2014-06-16","Product Information","no","West","Govt","10-25","No",270,0.423227125778794
"CID.8010","REP-1","2014-07-15","MISC","yes","East","Retail","50+","No",110,0.278786793351173
"CID.8011","REP-14","2014-12-25","MISC","yes","East","Sales","6-10","No",3980,0.523886200739071
"CID.8012","REP-2","2014-11-12","Tech Question","yes","West","Academic","25-50","Yes",1980,0.993870685808361
"CID.8013","REP-29","2015-03-21","Pricing","no","Midwest","None","<1","No",2710,0.0849773867521435
"CID.8014","REP-30","2014-06-17","Pricing","no","Midwest","Retail","10-25","No",600,0.655350923771039
"CID.8015","REP-20","2014-06-01","Tech Question","yes","West","Academic","<1","No",3680,0.353373172227293
"CID.8016","REP-19","2015-03-11","MISC","yes","East","Retail","1-5","No",1100,0.27158429287374
"CID.8017","REP-34","2015-01-13","MISC","no","Midwest","Retail","10-25","No",3980,0.98395130597055
"CID.8018","REP-30","2014-06-04","Tech Question","yes","Midwest","Utility","25-50","No",600,0.882003425154835
"CID.8019","REP-19","2015-04-24","Product Information","yes","Midwest","Academic","10-25","No",550,0.376969079719856
"CID.8020","REP-14","2014-11-19","Tech Question","yes","East","Tech","50+","No",1270,0.493690194794908
"CID.8021","REP-4","2014-09-30","Product Information","yes","East","Sales","10-25","No",2760,0.449727341532707
"CID.8022","REP-3","2014-08-05","Tech Question","yes","Midwest","Utility","6-10","No",860,0.441379950381815
"CID.8023","REP-4","2014-10-17","Product Information","yes","Midwest","Govt","10-25","No",3590,0.651681426679716
"CID.8024","REP-33","2014-08-02","MISC","yes","Midwest","Academic","10-25","No",130,0.814031791174784
"CID.8025","REP-3","2014-09-02","Tech Question","no","Midwest","Sales","<1","No",3840,0.531036909203976
"CID.8026","REP-2","2014-12-06","Tech Question","no","West","Sales","10-25","No",20,0.226806979859248
"CID.8027","REP-21","2015-05-09","Billing","yes","Midwest","Tech","25-50","No",3550,0.450447932584211
"CID.8028","REP-15","2014-05-31","Billing","no","Midwest","Sales","10-25","No",1490,0.396202125586569
"CID.8029","REP-4","2014-11-07","Pricing","yes","Midwest","Tech","25-50","No",2720,0.357381268404424
"CID.8030","REP-1","2014-09-27","Tech Question","yes","Midwest","Academic","10-25","No",2140,0.350242615211755
"CID.8031","REP-28","2014-06-09","Pricing","yes","East","Govt","10-25","No",1570,0.916523768333718
"CID.8032","REP-11","2015-02-04","Pricing","yes","East","Sales","10-25","Yes",3190,0.678096333751455
"CID.8033","REP-8","2015-04-22","Product Information","yes","Midwest","Govt","1-5","No",3830,0.000717480201274157
"CID.8034","REP-31","2015-04-08","MISC","no","Midwest","Utility","10-25","Yes",710,0.0553816773463041
"CID.8035","REP-24","2014-10-09","Product Information","yes","West","Govt","10-25","No",2000,0.642586033791304
"CID.8036","REP-24","2014-11-28","Pricing","no","Midwest","None","50+","No",1500,0.29507200489752
"CID.8037","REP-13","2015-03-28","Tech Question","yes","East","None","1-5","No",1700,0.349435298936442
"CID.8038","REP-2","2015-05-13","Pricing","no","Midwest","Govt","6-10","No",2360,0.964031788520515
"CID.8039","REP-32","2014-07-17","Billing","yes","Midwest","Academic","50+","No",2590,0.694738044403493
"CID.8040","REP-31","2014-08-03","Product Information","yes","West","None","<1","No",750,0.545644967351109
"CID.8041","REP-7","2014-12-19","Product Information","yes","West","Sales","25-50","No",3720,0.00218846346251667
"CID.8042","REP-14","2014-12-05","Billing","yes","East","Retail","10-25","No",2140,0.380474120611325
"CID.8043","REP-7","2014-08-28","Pricing","yes","West","Academic","<1","No",2840,0.380194563884288
"CID.8044","REP-25","2014-09-26","Tech Question","yes","Midwest","Retail","6-10","No",2070,0.348035600036383
"CID.8045","REP-9","2014-08-08","Billing","no","Midwest","Tech","<1","No",50,0.147646469064057
"CID.8046","REP-13","2014-10-17","Product Information","yes","West","Sales","10-25","No",2620,0.817562429467216
"CID.8047","REP-11","2014-06-12","MISC","no","Midwest","Academic","10-25","No",1110,0.800862054107711
"CID.8048","REP-33","2015-01-27","Billing","no","Midwest","Sales","1-5","No",3350,0.16529553476721
"CID.8049","REP-6","2014-08-06","MISC","no","Midwest","None","10-25","No",2270,0.919182187411934
"CID.8050","REP-35","2014-07-27","Tech Question","yes","West","Tech","10-25","No",680,0.932198955444619
"CID.8051","REP-35","2014-10-03","Pricing","no","West","None","<1","No",1680,0.822046924615279
"CID.8052","REP-35","2015-04-11","Billing","no","West","Retail","<1","No",3680,0.33190775080584
"CID.8053","REP-27","2014-07-15","Product Information","yes","West","Govt","1-5","No",1940,0.838645790470764
"CID.8054","REP-32","2014-06-24","Billing","yes","West","Tech","50+","No",1200,0.807916504330933
"CID.8055","REP-30","2014-12-12","Tech Question","yes","Midwest","Sales","50+","No",3290,0.0100086971651763
"CID.8056","REP-17","2014-06-21","Tech Question","yes","Midwest","Govt","25-50","No",580,0.360344342654571
"CID.8057","REP-19","2015-01-24","Billing","no","West","Academic","10-25","No",3640,0.709307511104271
"CID.8058","REP-27","2015-05-08","MISC","no","Midwest","Govt","10-25","No",1080,0.53776240395382
"CID.8059","REP-23","2015-04-27","Billing","yes","West","Academic","10-25","No",3140,0.480589436599985
"CID.8060","REP-7","2014-11-13","Billing","yes","Midwest","None","10-25","No",920,0.771169734885916
"CID.8061","REP-9","2014-07-03","Tech Question","no","Midwest","Retail","10-25","No",790,0.447070774389431
"CID.8062","REP-10","2014-06-26","Pricing","yes","East","Utility","50+","No",1110,0.552182697458193
